"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Administrative Officer (AO)","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD)","28000","35000","Operational Research Manager","1.00","Operational Research","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD) - London","28000","35000","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD) - London","28000","35000","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD) - London","28000","35000","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD)","28000","35000","Policy Manager","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7)","48197","57362","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Higher Executive Officer (HEO)","30188","34826","Policy Manager","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Union and Constitution Group","CLG266","Senior Executive Officer (SEO) - London","42980","50046","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Senior Executive Officer (SEO)","42980","50046","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD) - London","28000","35000","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Fast Stream (HEOD) - London","28000","35000","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 6 (G6) - London","63465","74766","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7) - London","48197","57362","Statistics Advisor","0.80","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Higher Executive Officer (HEO)","33210","38300","Statistics Manager","1.00","Statistics","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG266","Senior Executive Officer (SEO)","36337","42899","Statistics Manager","0.80","Statistics","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Administrative Officer (AO) - London","23324","23324","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Administrative Officer (AO) - London","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6) - London","63465","74766","Policy Advisor","0.67","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6) - London","63465","74766","Social Research Advisor","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","24827","29045","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO) - London","27854","32525","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO)","27854","32525","Statistics Support Officer","1.00","Statistics","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO)","27854","32525","Statistics Support Officer","1.00","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Executive Officer (EO)","27854","32525","Statistics Support Officer","1.00","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Fast Stream (HEOD)","28000","35000","Statistics Manager","1.00","Statistics","Devolved Nations"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6)","63465","74766","Statistics Advisor","1.00","Statistics","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6) - London","63465","74766","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6)","63465","74766","Statistics Advisor","1.00","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 6 (G6)","63465","74766","Statistics Advisor","1.00","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7)","53132","62477","Statistics Advisor","1.00","Statistics","Devolved Nations"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","0.67","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7)","53132","62477","Statistics Advisor","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7)","53132","62477","Statistics Advisor","1.00","Statistics","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Grade 7 (G7)","48197","57362","Statistics Advisor","0.80","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","30188","34826","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","30188","34826","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","30188","34826","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO)","42980","50046","Statistics Manager","1.00","Statistics","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","0.86","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","42980","50046","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO)","39598","46117","Statistics Manager","1.00","Statistics","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO)","39598","46117","Statistics Manager","1.00","Statistics","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO)","39101","46117","Statistics Manager","1.00","Statistics","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Senior Executive Officer (SEO) - London","39598","46117","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7) - London","48197","57362","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7) - London","48197","57362","Policy Advisor","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG269","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Senior Executive Officer (SEO) - London","36337","42899","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Senior Executive Officer (SEO)","36337","42899","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG269","Higher Executive Officer (HEO)","33210","38300","Project Delivery Manager","1.00","Project Delivery","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG285","Grade 6 (G6) - London","63465","74766","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 6 (G6) - London","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 6 (G6)","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 6 (G6)","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","0.61","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","48197","57362","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","48197","57362","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","48197","57362","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG285","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Rapid Response","CLG285","Grade 7 (G7)","48197","57362","Digital Data and Technology Advisor","0.78","Digital Data and Technology","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Grade 6 (G6) - London","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Administrative Officer (AO) - London","23324","23324","Knowledge & Information Management (KIM) Support Officer","0.54","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Administrative Officer (AO) - London","23324","23324","Knowledge & Information Management (KIM) Support Officer","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Administrative Officer (AO) - London","26871","26871","Knowledge & Information Management (KIM) Support Officer","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Administrative Officer (AO)","26871","26871","Knowledge & Information Management (KIM) Support Officer","1.00","Knowledge & Information Management (KIM)","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Administrative Officer (AO)","23324","23324","Knowledge & Information Management (KIM) Support Officer","0.61","Knowledge & Information Management (KIM)","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Executive Officer (EO)","24827","29045","Knowledge & Information Management (KIM) Support Officer","0.68","Knowledge & Information Management (KIM)","Devolved Nations"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Executive Officer (EO) - London","24827","29045","Knowledge & Information Management (KIM) Support Officer","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Executive Officer (EO) - London","27854","32525","Knowledge & Information Management (KIM) Support Officer","0.80","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Executive Officer (EO)","24827","29045","Knowledge & Information Management (KIM) Support Officer","0.90","Knowledge & Information Management (KIM)","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Grade 6 (G6)","63465","74766","Knowledge & Information Management (KIM) Advisor","1.00","Knowledge & Information Management (KIM)","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Grade 7 (G7) - London","48197","57362","Knowledge & Information Management (KIM) Advisor","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Grade 7 (G7) - London","53132","62477","Knowledge & Information Management (KIM) Advisor","0.80","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG288","Grade 7 (G7) - London","53132","62477","Knowledge & Information Management (KIM) Advisor","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Grade 7 (G7)","53132","62477","Knowledge & Information Management (KIM) Advisor","0.50","Knowledge & Information Management (KIM)","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Higher Executive Officer (HEO)","30188","34826","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Higher Executive Officer (HEO)","30188","34826","Knowledge & Information Management (KIM) Manager","0.92","Knowledge & Information Management (KIM)","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG288","Senior Executive Officer (SEO) - London","39598","46117","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Executive Officer (EO)","27854","32525","Digital Data and Technology Support Officer","1.00","Digital Data and Technology","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Executive Officer (EO) - London","24827","29045","Digital Data and Technology Support Officer","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Executive Officer (EO) - London","27854","32525","Digital Data and Technology Support Officer","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 6 (G6) - London","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 6 (G6) - London","57446","68460","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 6 (G6)","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 6 (G6)","63465","74766","Digital Data and Technology Advisor","1.00","Digital Data and Technology","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 7 (G7)","48197","57362","Digital Data and Technology Advisor","1.00","Digital Data and Technology","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Rapid Response","CLG291","Grade 7 (G7)","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG291","Grade 7 (G7) - London","53132","62477","Digital Data and Technology Advisor","1.00","Digital Data and Technology","London"
