"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Grade 7 (G7) - London","54632","63977","Finance Advisor","0.80","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG466","Grade 7 (G7) - London","54632","63977","Planning Advisor","0.80","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG380","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG393","Higher Executive Officer (HEO) - London","33875","39400","Finance Manager","0.80","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG575","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG245","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","0.80","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Higher Executive Officer (HEO)","30792","39156","Policy Manager","0.80","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG542","Senior Executive Officer (SEO)","37064","47317","Statistics Manager","0.80","Statistics","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Executive Officer (EO)","25324","30045","Operational Delivery Support Officer","0.80","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","0.80","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Grade 7 (G7)","49697","58862","Policy Advisor","0.80","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","0.80","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Grade 7 (G7)","49697","58862","Statistics Advisor","0.80","Statistics","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","0.80","Operational Delivery","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG551","Higher Executive Officer (HEO)","30792","39156","Project Delivery Manager","0.80","Project Delivery","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG490","Grade 6 (G6)","58946","69960","Policy Advisor","0.80","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Rapid Response","CLG240","Grade 6 (G6)","58946","69960","Project Delivery Advisor","0.80","Project Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG224","Grade 7 (G7)","49697","58862","Project Delivery Advisor","0.80","Project Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 7 (G7)","49697","58862","Statistics Advisor","0.80","Statistics","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","0.80","Operational Delivery","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","0.80","Operational Delivery","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Senior Executive Officer (SEO)","37064","47317","Policy Manager","0.80","Policy","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG573","Higher Executive Officer (HEO)","30792","39156","Policy Manager","0.81","Policy","Birmingham"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG487","Grade 7 (G7)","49697","58862","Policy Advisor","0.81","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG561","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","0.81","Operational Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Senior Executive Officer (SEO)","37064","47317","Policy Manager","0.81","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG561","Senior Executive Officer (SEO)","37064","47317","Policy Manager","0.81","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Grade 6 (G6)","58946","69960","Finance Advisor","0.81","Finance","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","0.81","Operational Delivery","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Senior Executive Officer (SEO)","37064","47317","Finance Manager","0.81","Finance","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","0.81","Operational Delivery","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Executive Officer (EO) - London","28412","34672","Commercial Support Officer","0.81","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG339","Executive Officer (EO) - London","28412","34672","Policy Support Officer","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Grade 7 (G7) - London","54632","63977","Policy Advisor","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG450","Grade 7 (G7) - London","54632","63977","Policy Advisor","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Grade 7 (G7) - London","54632","63977","Policy Advisor","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG404","Grade 7 (G7) - London","54632","63977","Policy Advisor","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG527","Grade 7 (G7) - London","54632","63977","Project Delivery Advisor","0.81","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","0.81","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","0.81","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG557","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG404","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","0.81","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG231","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG568","Grade 7 (G7)","49697","58862","Digital Data and Technology Advisor","0.81","Digital Data and Technology","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","0.81","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG391","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","0.81","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG345","Senior Executive Officer (SEO)","37064","47317","Finance Manager","0.81","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Executive Officer (EO)","25324","30045","Project Delivery Support Officer","0.81","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG269","Grade 7 (G7)","49697","58862","Policy Advisor","0.81","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG567","Higher Executive Officer (HEO)","30792","39156","Planning Manager","0.81","Planning","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","0.81","Operational Delivery","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG521","Senior Executive Officer (SEO)","37064","47317","Communications Manager","0.81","Communications","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","0.81","Operational Delivery","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Senior Executive Officer (SEO)","37064","47317","Policy Manager","0.81","Policy","South West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Grade 7 (G7)","49697","58862","Policy Advisor","0.81","Policy","West Midlands"
