"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG338","Grade 7 (G7) - London","53132","62477","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","53132","62477","Planning Advisor","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","53132","62477","Planning Advisor","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG236","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","0.62","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG263","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG263","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","0.80","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Economics Advisor","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Economics Advisor","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Internal Audit Advisor","1.00","Internal Audit","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG263","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG386","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG266","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG330","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG330","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG330","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG518","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG159","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG159","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG489","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG489","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG427","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG427","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG427","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG427","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG489","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","0.86","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG344","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG262","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG343","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG293","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Economics Manager","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Economics Manager","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG255","Higher Executive Officer (HEO) - London","33210","38300","Economics Manager","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG493","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Higher Executive Officer (HEO) - London","33210","38300","Internal Audit Manager","1.00","Internal Audit","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG423","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG286","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG456","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
